,y
265123,very_close
173129,safe
125681,safe
109737,safe
283748,very_close
249776,very_close
230620,very_close
141124,safe
286195,very_close
50127,close
93122,close
276271,very_close
170373,safe
270289,very_close
36323,close
224149,very_close
264111,very_close
71572,close
71329,close
108542,safe
286481,very_close
233638,very_close
52138,close
20531,close
15444,close
271544,very_close
113508,safe
284753,very_close
71131,close
108221,safe
2448,close
253594,very_close
163972,safe
29399,close
212177,very_close
5148,close
60842,close
202755,very_close
19291,close
190723,safe
169840,safe
87429,close
131740,safe
287727,very_close
30829,close
154540,safe
261383,very_close
271113,very_close
112897,safe
235578,very_close
62971,close
166097,safe
258113,very_close
264586,very_close
10080,close
153265,safe
86945,close
73630,close
295564,very_close
179811,safe
281421,very_close
217805,very_close
152440,safe
273411,very_close
273507,very_close
81294,close
190571,safe
290182,very_close
11632,close
49938,close
117829,safe
72192,close
161933,safe
161432,safe
107912,safe
236783,very_close
202188,very_close
204007,very_close
143931,safe
277854,very_close
53291,close
134760,safe
211266,very_close
151779,safe
296872,very_close
95201,close
60804,close
21805,close
84800,close
143748,safe
273138,very_close
73769,close
116242,safe
299773,very_close
294570,very_close
264665,very_close
55663,close
266148,very_close
217049,very_close
250915,very_close
144781,safe
207928,very_close
217672,very_close
26062,close
232087,very_close
256622,very_close
203600,very_close
186617,safe
233306,very_close
96346,close
69791,close
253651,very_close
187102,safe
29112,close
169749,safe
209793,very_close
69779,close
289283,very_close
80513,close
130922,safe
10595,close
179624,safe
158999,safe
116430,safe
57512,close
216430,very_close
141937,safe
164392,safe
119100,safe
246888,very_close
3848,close
92286,close
294484,very_close
28808,close
135793,safe
241640,very_close
75648,close
92941,close
144864,safe
240976,very_close
96364,close
206261,very_close
255378,very_close
5579,close
145878,safe
46472,close
33466,close
294935,very_close
294395,very_close
114745,safe
91080,close
283944,very_close
145730,safe
211784,very_close
117917,safe
57604,close
138179,safe
147565,safe
136357,safe
156197,safe
278579,very_close
269645,very_close
1664,close
222561,very_close
146618,safe
264739,very_close
43657,close
88075,close
75632,close
274937,very_close
64256,close
188073,safe
181627,safe
32319,close
12796,close
180545,safe
101326,safe
293112,very_close
197205,safe
33834,close
221480,very_close
224445,very_close
129975,safe
42332,close
195315,safe
26559,close
223173,very_close
175783,safe
123856,safe
226862,very_close
22587,close
108687,safe
254714,very_close
239544,very_close
272308,very_close
286324,very_close
98888,close
145231,safe
134171,safe
117638,safe
91942,close
206036,very_close
127920,safe
122236,safe
262194,very_close
153833,safe
209431,very_close
266087,very_close
212017,very_close
217829,very_close
121771,safe
10583,close
12294,close
22339,close
250653,very_close
107592,safe
56080,close
114811,safe
172493,safe
21570,close
284253,very_close
113779,safe
57005,close
27109,close
28117,close
11511,close
166981,safe
197696,safe
274892,very_close
217249,very_close
40590,close
66826,close
258422,very_close
50174,close
30940,close
48057,close
225341,very_close
18771,close
265970,very_close
166374,safe
18172,close
231450,very_close
49633,close
153499,safe
145517,safe
36925,close
116954,safe
131739,safe
106841,safe
90914,close
162996,safe
190858,safe
234137,very_close
205861,very_close
245395,very_close
240154,very_close
71107,close
250703,very_close
210487,very_close
205729,very_close
233922,very_close
219179,very_close
192012,safe
143549,safe
104343,safe
272812,very_close
148540,safe
273278,very_close
162948,safe
202138,very_close
187374,safe
81262,close
116478,safe
94474,close
193705,safe
51260,close
23537,close
159376,safe
286189,very_close
66614,close
127937,safe
21544,close
151974,safe
63512,close
161375,safe
1874,close
66221,close
103490,safe
44465,close
206580,very_close
275857,very_close
94116,close
70462,close
121727,safe
20409,close
194556,safe
178743,safe
71578,close
217107,very_close
175605,safe
217584,very_close
140103,safe
130933,safe
92870,close
56740,close
65312,close
25691,close
66444,close
166244,safe
234254,very_close
5547,close
262572,very_close
6623,close
163228,safe
212508,very_close
107232,safe
267894,very_close
5652,close
87914,close
275324,very_close
74496,close
31866,close
99798,close
101128,safe
79028,close
25024,close
139747,safe
299484,very_close
297924,very_close
20382,close
206639,very_close
153109,safe
148704,safe
287583,very_close
146282,safe
204264,very_close
106441,safe
203748,very_close
103751,safe
185183,safe
2818,close
127477,safe
75215,close
44886,close
1205,close
39090,close
269898,very_close
242992,very_close
111960,safe
123565,safe
139954,safe
229087,very_close
253862,very_close
165550,safe
93590,close
99182,close
124778,safe
266069,very_close
18520,close
251709,very_close
108197,safe
167199,safe
181801,safe
265079,very_close
170993,safe
88625,close
229910,very_close
139782,safe
192581,safe
242086,very_close
199590,safe
233473,very_close
163399,safe
269985,very_close
128023,safe
292080,very_close
192838,safe
103725,safe
128503,safe
221782,very_close
224556,very_close
244241,very_close
297770,very_close
269335,very_close
35871,close
16850,close
39728,close
268875,very_close
21721,close
20475,close
86434,close
174385,safe
204548,very_close
273527,very_close
288261,very_close
267632,very_close
283844,very_close
13678,close
7578,close
178123,safe
138200,safe
280070,very_close
101802,safe
199037,safe
209803,very_close
134550,safe
126784,safe
125467,safe
206779,very_close
38209,close
82581,close
164048,safe
167090,safe
202270,very_close
95296,close
61547,close
294961,very_close
250436,very_close
49912,close
290001,very_close
125449,safe
299379,very_close
169110,safe
82651,close
299483,very_close
258400,very_close
105910,safe
204043,very_close
182718,safe
136408,safe
3080,close
19485,close
265104,very_close
243721,very_close
110471,safe
44441,close
287188,very_close
194571,safe
78566,close
223817,very_close
18602,close
79829,close
101901,safe
106530,safe
73562,close
45089,close
149527,safe
233809,very_close
72523,close
198875,safe
135789,safe
149492,safe
280917,very_close
88235,close
17860,close
290274,very_close
37651,close
22533,close
174901,safe
150913,safe
262365,very_close
140067,safe
167993,safe
71766,close
208784,very_close
229007,very_close
111660,safe
183085,safe
92499,close
212259,very_close
94502,close
178708,safe
119359,safe
259783,very_close
175062,safe
249093,very_close
155852,safe
227158,very_close
73119,close
157903,safe
23403,close
174849,safe
287839,very_close
14608,close
6784,close
210480,very_close
54015,close
132769,safe
285961,very_close
96685,close
168092,safe
217283,very_close
230243,very_close
29910,close
192528,safe
26605,close
215524,very_close
123981,safe
146782,safe
91482,close
208007,very_close
85800,close
153651,safe
117803,safe
31260,close
31621,close
79485,close
280266,very_close
191681,safe
52987,close
9226,close
215986,very_close
14790,close
148350,safe
155163,safe
3486,close
295482,very_close
229084,very_close
156585,safe
130226,safe
192265,safe
37179,close
141270,safe
52817,close
151262,safe
9602,close
118761,safe
297779,very_close
203632,very_close
263771,very_close
153678,safe
62111,close
107916,safe
198548,safe
210492,very_close
169678,safe
191673,safe
66910,close
219773,very_close
61528,close
207755,very_close
93604,close
284773,very_close
32182,close
253502,very_close
99084,close
153435,safe
113233,safe
147028,safe
181205,safe
153733,safe
78273,close
246403,very_close
51781,close
70090,close
4754,close
131316,safe
99883,close
216646,very_close
215335,very_close
226414,very_close
245699,very_close
110721,safe
69107,close
188517,safe
33358,close
103857,safe
111918,safe
39975,close
174544,safe
120820,safe
222794,very_close
226796,very_close
39522,close
150401,safe
211459,very_close
44393,close
111562,safe
65784,close
263778,very_close
232702,very_close
178764,safe
239329,very_close
33903,close
142326,safe
113445,safe
234969,very_close
136867,safe
185966,safe
29177,close
195709,safe
187624,safe
76662,close
65083,close
245524,very_close
56566,close
46680,close
273579,very_close
274765,very_close
108272,safe
226000,very_close
58483,close
58991,close
17473,close
148672,safe
154192,safe
268598,very_close
257272,very_close
39741,close
183375,safe
121011,safe
184044,safe
155423,safe
29976,close
153642,safe
89508,close
250020,very_close
275446,very_close
31211,close
136842,safe
34385,close
141375,safe
129762,safe
296127,very_close
92307,close
235152,very_close
198558,safe
98598,close
221048,very_close
1448,close
7920,close
7100,close
175323,safe
219752,very_close
23188,close
292022,very_close
234997,very_close
116469,safe
254500,very_close
140645,safe
107510,safe
67544,close
238479,very_close
175280,safe
285275,very_close
167107,safe
138469,safe
43956,close
246279,very_close
186676,safe
36525,close
102440,safe
256655,very_close
28707,close
72166,close
13197,close
121766,safe
39259,close
5990,close
167289,safe
109423,safe
114888,safe
225172,very_close
10869,close
135543,safe
246412,very_close
169075,safe
159734,safe
78362,close
39998,close
40030,close
172054,safe
256078,very_close
65345,close
95965,close
151377,safe
180486,safe
267517,very_close
226101,very_close
150905,safe
132391,safe
115636,safe
262624,very_close
101717,safe
170932,safe
145847,safe
69721,close
143497,safe
185871,safe
124703,safe
209223,very_close
30321,close
89877,close
54732,close
204143,very_close
267391,very_close
154870,safe
216838,very_close
270727,very_close
68181,close
73858,close
41133,close
285284,very_close
148787,safe
200106,very_close
191229,safe
154602,safe
18561,close
56140,close
36800,close
22899,close
181066,safe
144734,safe
82955,close
67837,close
87806,close
135540,safe
37798,close
263573,very_close
248979,very_close
235802,very_close
56181,close
12945,close
4446,close
188669,safe
144853,safe
148676,safe
267774,very_close
276699,very_close
103486,safe
204159,very_close
281906,very_close
6407,close
22767,close
84869,close
242504,very_close
275990,very_close
55375,close
118175,safe
221515,very_close
225444,very_close
142202,safe
39428,close
285154,very_close
97901,close
234060,very_close
123470,safe
4451,close
68182,close
250124,very_close
269141,very_close
116684,safe
220310,very_close
7785,close
32649,close
221820,very_close
15183,close
126583,safe
223548,very_close
223822,very_close
116332,safe
228918,very_close
243435,very_close
239233,very_close
263227,very_close
53253,close
206020,very_close
91902,close
93158,close
37895,close
172769,safe
46682,close
97433,close
11031,close
75472,close
256586,very_close
181002,safe
177012,safe
128957,safe
232960,very_close
73712,close
49913,close
119149,safe
183146,safe
264823,very_close
72543,close
296350,very_close
223893,very_close
177925,safe
285227,very_close
73697,close
123732,safe
237443,very_close
77969,close
276737,very_close
123298,safe
44806,close
219711,very_close
188750,safe
181738,safe
52309,close
289736,very_close
195305,safe
273530,very_close
180530,safe
154656,safe
162480,safe
101075,safe
66196,close
2025,close
43478,close
136988,safe
286973,very_close
168922,safe
220714,very_close
71007,close
238318,very_close
213209,very_close
207415,very_close
245594,very_close
254729,very_close
276634,very_close
201708,very_close
66588,close
72713,close
220521,very_close
138390,safe
38530,close
48090,close
173813,safe
253532,very_close
281622,very_close
80347,close
213515,very_close
269911,very_close
191699,safe
157029,safe
288949,very_close
220759,very_close
106303,safe
291273,very_close
164962,safe
154709,safe
76766,close
29026,close
272226,very_close
25383,close
291159,very_close
168858,safe
112130,safe
278883,very_close
141730,safe
260743,very_close
200439,very_close
15541,close
222010,very_close
231571,very_close
147481,safe
50925,close
168670,safe
65740,close
161952,safe
9430,close
226306,very_close
255198,very_close
110859,safe
284531,very_close
203409,very_close
265689,very_close
216696,very_close
212868,very_close
294793,very_close
36521,close
76098,close
185382,safe
163950,safe
4645,close
278874,very_close
